osm_type;osm_id;internal_id;query
way;156494192;0x130e455d5cedf21b:0x9233921d44431a94;Gnien FX Ebejer, Triq Is-Swieqi, Is-Swieqi
node;7875641864;0x130e456079eb73e1:0x5d95ea1ed6ec4b65;Drift Meze Cafe, Triq Ta' L-Ibraġġ, Is-Swieqi
node;6148084165;0x130e456090292c0f:0x29ccc5b71142115;La crema siciliana, Triq Il-Kbira
node;7875641866;0x130e4560e3d4e95d:0x3d340f75a353e678;Agenda Bookshop, Triq Ta' L-Ibraġġ, Is-Swieqi
node;4235813138;0x130e456143cb94ef:0xe168e60f91ca8ad8;Sprachcaffe St. Julian's, Triq Alamein 6, 1776, Pembroke
node;7243113645;0x130e45615027b64b:0x1ff92b4e6fd22046;The Convenience Shop, Triq Il-Principessa Margherita
way;932055659;0x130e4562d86349f3:0x51dab8a7a09a4fda;Australian high commission, Triq ir-Rampa ta' Ta' Xbiex
node;5849174385;0x130e45647506d89b:0x15d042102d4df10;Maypole, Triq Madre Debrincat
node;5849065388;0x130e4565000a6d1b:0x82f660f0ee32f89b;Pembroke Foodstore Crai, Triq Patri Indri Vella 77
node;7232315333;0x130e45657785143f:0xcf48fb0ab3d94d4a;Pembroke Pharmacy, Triq G Malfeggiani, Pembroke
way;137843524;0x130e456744f95e07:0x1ea1f81539517e0f;Villa St. Anna, Triq il-Qaliet, Marsaskala
node;4411473394;0x130e456789937099:0xf746f050f759903c;garden complex fitness centre, Triq Is-Sidra
node;4149983789;0x130e4568df2dc6f5:0x7c31b82905d90b0d;Camas Malta, Triq Santu Wistin
node;7823916985;0x130e45690e48f52b:0x8358d20ed2b05ab0;Le majoliche, Triq Elija Zammit
node;4911634058;0x130e45691da12aa5:0xba6d3d24090a1030;The District Hotel, Triq Santu Wistin, St. Julian's
node;5509427285;0x130e456934578929:0xd9be14ea32c5e8c2;be.Hotel, Sqaq Lourdes, 3311, St. Julian's
node;3562174095;0x130e456936ed3323:0x63685b100be2c011;Capt. A. Caruana, Triq Santu Wistin, St. Julian's
node;4377516191;0x130e456939fd14c9:0x37d018d5b33629af;Casino Malta by Olympic Casino, eden place st Augustine street, st George's bay
node;4359858896;0x130e456972d524cf:0xbaf39d46f26d5899;EC Malta, Triq Marguerite Mangion, 3180
node;4256196489;0x130e4569f2cbab7b:0xf6f2a06f84809f83;The Residence St Julians, Triq Luigi Apap, STJ3325
node;2479873932;0x130e456a00107a99:0x1af5b84be414e4fd;Krispy Café Bar, Triq Dobbie, St. Julians
node;4585567757;0x130e456a008ffed9:0x3be2f23847bce534;Ferry Terminal Spinola (under construction), Gorg Borg Olivier, St. Julian's
node;4300136401;0x130e456a0d03173f:0x71a359e3ea2f8fbb;Gululu - Kċina Maltija u Ftajjarija, Triq Spinola 133, STJ3013, San Ġiljan
node;4201941594;0x130e456a1b7c9217:0x371ed4e948f0156d;Sardinella Restaurant, Triq San Ġorġ
node;4290842943;0x130e456a2fd11b99:0x1ec9b6a80f673191;BIG G'S, Triq San Ǵorǵ
node;5182448716;0x130e456a36ce729d:0xcf3677ed63a03ee0;Marco Polo, Triq Ross
node;6341495285;0x130e456a4e4601cd:0x34762a7b4ef66faf;Cleand & Souchet, Vjal Portomaso
node;369678615;0x130e456a808f528b:0x867bfeae3f40e149;Hard Rock Cafe, St. Julian's
way;33569535;0x130e456abcb56fa5:0x4159162f2d792b86;Cavalieri, Spinola Road, STJ 3019, St. Julian's
way;33569420;0x130e456b01562117:0xcc50d0fd1b403a4;Hilton Malta, Portomaso, PTM 01, St. Julian's
node;2479888437;0x130e456b894dcee7:0xcdcbda8aab60fa84;Golden Tulip Vivaldi, Triq Dragunara, STJ3141, St. Julians
node;386835683;0x130e456b91348595:0x445ed64a173f2dc4;Tana del Lupo, Triq il-Wilga 58a, Paceville
node;2070507414;0x130e456b99b5e3cd:0xa66d4b529bb6f5ab;Shiva's, Triq Dragunara 8
node;2478245086;0x130e456bbd73ff6d:0x3f584a822e6861bb;Alexandra Palace Hotel, Triq Schreiber, STJ3081, St. Julians
node;1332708982;0x130e456bbfe91a17:0x4d9099a51e8b62f1;Valentina, Triq Dobbie, STJ3070, St. Julians
node;2479873929;0x130e456bc698e8f5:0x52131d898cd26197;Il Pirata, Triq Paceville 41, St. Julians
node;2480273648;0x130e456bcb8270b5:0xabee4d634c3deaaa;Maltese Mama, Triq Paceville 19-21, St. Julians
node;496330622;0x130e456bcde63abd:0xcc7740137465ea03;The Avenue, Triq Gort, STJ 3063, St. Julian's
node;4373975289;0x130e456be21ef713:0x7e715c82e8e16dfe;PV Hostel, Triq il-Wilġa
node;6651345802;0x130e456be5327d97:0xf6f16dd86ef5c111;L'Ostricaio, Triq Ball
node;2479873930;0x130e456be9f32b6b:0x5df9b79a01eb85fb;The George, Triq Paceville, STJ3103, St. Julians
node;2480289907;0x130e456beb78b27b:0xb483bd7dc12ba45f;Lombard Bank, Triq Paceville, STJ3103, St. Julians
node;4343037431;0x130e456beec9e183:0x7de1e254e43cb39d;De Olde Keg, Triq il-Wilġa, Paceville
way;131338188;0x130e456de64b489f:0x63206b35bcd037e6;Corinthia (St George's Bay), St. Julians, STJ 3301, St George's Bay
node;6432389295;0x130e456ecb0f6583:0xeacf846c6b045019;eeet well, Triq Mercanti
way;341313261;0x130e457071fdfeb9:0x2c417664ababf34b;St. Julian's Court Block B, Triq Alfons Maria Galea, STJ 1041, St. Julian's
node;5912087490;0x130e4574b09970bf:0x32bbf63b30fd29a3;Luggage storage, Triq Santa Lucija 15 a
node;6087610879;0x130e457d01cbd787:0x4eb9af52943ffe9;Gentleman's Barbershop, Triq Tas-Sliema
node;6350314799;0x130e4585dd27ab1d:0x5d65e809c355ec26;Smart Wash, Triq H. Calleja Schembri
node;6203028470;0x130e45895bee5527:0xe8f49e48afc42596;AJ's Cafe, Rue D'Argens, L-Imsida
node;6235800256;0x130e4596aabee79f:0xa6f38efbf42368bc;Zwiit Cravings Cafe, Tower Road 270
node;4479091289;0x130e4598596e8d2b:0x43f6e2b616e63750;School, Triq Edgar Bernard
node;5894677146;0x130e4598c07492e5:0x9fa2008b94ef797a;Euronet ATM, Rue D'Argens
node;6750508448;0x130e45996b0e7e2b:0x770d176154dde77e;e-cars, Triq Testaferrata
node;6647886796;0x130e459b8a7b38d5:0x4e7957d9a765103f;Bluwash, Msida Circus
node;6202175885;0x130e45a7fb6c4a9f:0x27e8e3c728481e0b;Mediterranean Court, Ix-Xatt ta' Tigné
node;7257539382;0x130e45a877704d01:0x1ee1c38b61cb435;Tenda, Triq Santa Luċija 49, Valletta
node;7159073122;0x130e45ace1d5e8eb:0x854cc7b82338e1f6;Coffee Circus Porto, Rue d'Argens 149
node;6247417466;0x130e45b521f64cc9:0x67eb424136f2b37f;Storie & Sapori, The Strand
node;5896612781;0x130e45b851c46ccf:0xfbd10402dd10d95c;J&M Self service, Triq Manoel de Vilhena
way;452006838;0x130e45b881ee0cb3:0x815bf9218665a089;Triq il-Kbira, SLM 1540, Tas-Sliema
node;7159231287;0x130e45c1181fd3fd:0x93f602ef0142f5a9;Alchemy, steait street
way;969910543;0x130e45c5446d5a55:0x3468146135bd003e;Embassy of Palestine, Triq il-Modd 52, SWQ 2371, Is-Swieqi
node;7875641867;0x130e45c673fd5947:0x7c68c4a7f8c40e40;Ben Estates, Triq Ta' L-Ibraġġ, Is-Swieqi
node;2803444951;0x130e45c7184665cb:0x485d43d4c4a00726;Mr. Maxims, Lower Ross Street 1, St. Julian's
node;5755709021;0x130e45c87f7ffb31:0x2ad6d227a51befcc;Dolceria Micallef valletta, Triq San Pawl 339
node;6376173561;0x130e45cfa450552b:0xac7668fa5429a5cd;Avotaco, Triq l-Abate Rigord
node;7058225070;0x130e45d44104bd6d:0x1ad3a7fbd4e2fcb6;Decathlon, Triq It-tigrija Al, Qormi MRS 2912
node;6039720625;0x130e45d711ae29f1:0x81b2aef357ef7ddf;Gzira Self Service, Triq Ir-Rebha 61
way;172649839;0x130e45d92e754a17:0x118ea42d87972b87;The Podium, Triq San Mark
node;6647786926;0x130e45e418165649:0x77ed969dd22f2849;Water point, Triq Il-Punent
node;6945631475;0x130e45e4579941f1:0x355b52205004f4f;Zen to Go, Triq San Gorg, Ta' Xbiex
node;6558354107;0x130e45eafa81a8e7:0xc67f03deaf58c0ec;The Thirsty Lawyer, Strait Street 97-98, Valletta
node;6573898726;0x130e45f7737c3c73:0xed572ae174d22a93;Porsche, Triq Testaferrata, L-Imsida
node;6511616070;0x130e45f77fcac6d3:0xb536513b02420562;L'angolo, Triq ir-Rebha
node;7214697888;0x130e45fd44eb6229:0xe7f639fb0bdac132;Tikkas Thai Street Food, Triq In-Naxxar 43, 9033
relation;12663145;0x130e45fdae3d42ad:0x3167b62842dcbaf;St. Monica School, Triq Maria Teresa Spinelli, GZR 1713, Il-Gżira
way;279285991;0x130e4b09ca6d40e9:0x4911fc8dd0b0d628;Amabile Cauchi, Għajnsielem
node;759231967;0x130e4b1011b2d685:0x7811ff0ace37d15b;Blue Waters Dive Cove, Qala
node;759183319;0x130e4b179cfaf81f:0x5750b4318868896a;Ur Choice Supermarket, Triq il-Forn
node;3818694412;0x130e4b18f932a4db:0x8ebd34401f8eaa4a;Il-Wileġ Bed and Breakfast, Triq il-Mithna 54, QLA 1914, Qala
node;759221676;0x130e4b18fe24593f:0xfd74b0983cf26ae2;Il Wileġ Restaurant, Triq il-Wileg 33, QLA 1930, Qala
way;292135059;0x130e4b19dd343357:0x2439a8ffd7beda81;Qala
node;4482552860;0x130e4b2273600755:0x143b183c0c82644c;Qala Repose, Triq ta'Cini, Qala
node;2956190652;0x130e4b292ef49aaf:0x67b274fbf4f9f570;Nadur
way;311874891;0x130e4b4846aecd11:0x4ab28992ef07b1a7;Grand Hotel Gozo, Mgarr
way;311874888;0x130e4b4896a4ee8d:0x5c8f87ddf11811e0;Gleneagles, Mgarr
way;239809025;0x130e4c0dbd4161b9:0x4d149349a901fc3b;Ray's Lido Restaurant, MLH02, Little Armier Bay
node;436544919;0x130e4c2cd3aef931:0x6bf0542bf7496a83;Santa Marija Service Station, Triq il-Kbira 268, Mellieħa
node;5986545685;0x130e4c2d331ba895:0xd0c669819d0dffcc;Mellieha Judo Club, Triq il-Garzella, MLH2021, Mellieħa
node;7234694904;0x130e4c2d33591391:0xd110befcd19f5801;Tomorrow's Home, Triq il-Kbira 222, Mellieħa
node;7234694905;0x130e4c2d5568f0cb:0xbc4915987722f720;Miracle foods, Triq il-Kbira 238, Mellieħa
way;778983958;0x130e4c2f67dbf1d9:0x71f12a3da422fd0;Triq J Kepler 19, Il-Mellieħa
way;283412226;0x130e4c32e1a30159:0xebd0a55dfb4557b0;Mellieħa
way;291194491;0x130e4c334c62e6dd:0xff8b437d53ba1d70;Schere Café Bar, Triq Sant' Anna, MLH1022, Mellieħa
node;464766507;0x130e4c335c93e933:0xaad87a3935f057ae;Bank of Valletta, Triq Ġorġ Borg Olivier 34, MLH 1025, Mellieħa
node;6331046185;0x130e4c3389cba067:0x63e7163d69611b60;Grotto, Triq Santa Rita
way;24274819;0x130e4c3411d54475:0xb2e34284c2090fb4;Mellieha Parish Church, Triq is-Santwarju, Il-Mellieħa
node;3267981682;0x130e4c341df9485d:0xbad01379001d66a0;Sea View Bar, Road Salvinu Vella
node;7271658213;0x130e4c34a15bc647:0x93622a7e50f5fb5d;Mellieha Local Council, Triq il-Mitħna l-Ġdida 126, MLĦ 1107, Mellieħa
node;6297835300;0x130e4c34a8a5f917:0xc11336802c51b826;Start Computers, Triq il-Mitħna l-Ġdida 108, MLH1106, Mellieħa
node;6298039166;0x130e4c34a9a3e5ff:0xc3855658c36b5d8a;Mellieha Post Office, Triq Il-Mitħna l-Ġdida, Mellieħa
way;318213609;0x130e4c34eabc0e6f:0x6f763b4de61e52e1;Dar il-Madonna tal-Mellieha, Triq il-Qalb Imqaddsa, Mellieħa
node;4695528889;0x130e4c37de54f917:0xebd3bfa3a1171244;Seashell Diving Centre, Triq il-Marfa
way;388179870;0x130e4c37e0d16561:0xfee8232fd293ec6b;Tunnynet, Triq il-Marfa, Il-Mellieħa
way;422428405;0x130e4c4426621fad:0x4969909a5bace8ed;Munchies Mellieha Bay, Triq il-Marfa, Il-Mellieħa
way;33550741;0x130e4c641c37e851:0x521a52c83ed0528e;Triq il-Marfa Dar Betsajda, Cirkewwa
node;4158309892;0x130e4c89f42d38fb:0xae0fae075a74fbfe;Paradise Diving, Triq il-Marfa, Mellieha
node;7253124801;0x130e4d05cfd7b10f:0x23723d70357b62c5;Citadel, Triq tas-Salib 7
node;7815046588;0x130e4d615ec07bb5:0x28442b0a5d68417f;Bouquet Garni, Triq Ġorġ Borg Olivier 4
node;1187919665;0x130e4d970a124fcb:0x63401bdd462dcc1e;Apple's Eye, Golden Bay
node;2945938142;0x130e4dd2ad1e1b57:0xad36227f0ebeea13;Crosskeys, Triq il-Kbira, Mellieħa
node;5363881822;0x130e4dd2b3523d5d:0x98eed2ed38dcb1ec;Valyou Supermarket, Triq il-Kbira
node;7043195286;0x130e4dd333ef6553:0xb516013f36bca752;Green Valley Supermarket, Triq Il-Fortizza
node;4617839206;0x130e4dec349f735b:0x57e2cc8b0a0afcc6;Ta' Celita - Sunny Bar and Restaurant, Triq Sir Harry Luke 1, MGR 1502, L-Imġarr
way;414212212;0x130e4df09b8768e9:0x876ddf2a693d7e8d;Mġarr
node;1292872948;0x130e4e2a83097b09:0x47f83be3f6238a7f;Triq il-Mosta
node;4763796722;0x130e4e2b9083fe19:0x619ee783d17120c8;Miracle Foods, Triq Nikol Muscat, Il-Mosta
node;1160033749;0x130e4e2dd6f56479:0x500fdca2c4de89a6;Kentish Fried Chicken, Triq Il-Kostituzzjoni, Il-Mosta
node;4639414707;0x130e4e2e3bdeed81:0x27377b4a2ced8dd5;Adam's Fish Shop, Triq Il-Kostituzzjoni 333B, Il-Mosta
node;5139640122;0x130e4e2e6b6a1ad7:0x99b9afbe0ec27f43;Iceland Supermarket, Triq Il-Kostituzzjoni
way;222768515;0x130e4e2f72f64521:0x2cc3f9f5f932eff3;Dar San Ġużepp, Triq il-Missjunarji Maltin
node;5415944325;0x130e4e2f993ffac7:0x88f2be9b88bbfd01;Ta' Bistra Catacombs, Triq Francesco Napuljun Tagliaferro
node;2731400625;0x130e4e2fae476709:0x6619f03a93874ca4;Triq il-Missjunarji Maltin
way;469643129;0x130e4e3210bcfcfb:0xd086e7c68a1a055d;Lidl, Triq Id-Difiza Civili, MST 1743, Mosta
way;668824115;0x130e4e32ba96b583:0x363b6582ad310eb4;RS2, Triq il-Fortizza, Il-Mosta
way;157085939;0x130e4e379a1a150f:0x45de3e4014094915;Sherries Estates, Triq Burmarrad, Burmarrad
node;6948495485;0x130e4e58215fee53:0xbaaa2dc97cbf5e9b;Made in Sicily, Triq Il-Korp Tal-Pijunieri
way;153019336;0x130e4e5852d850f7:0x966200d4f6e7c3cd;Hotel Oriana, Triq Ċensu Tanti
node;4596640103;0x130e4e585638c67f:0xff9b0a39dab8684e;Eurosaver, Triq Ċensu Tanti, Buġibba
node;5740986021;0x130e4e592cef22ad:0x1a5bafef8f46c4f9;Alpha School of English, Triq l-Arznell
node;4393028507;0x130e4e5ec9c89439:0xe48ebc5a03239d52;The Dounut Factory, Triq il-Mosta, St Paul`s Bay
node;4103565289;0x130e4e5edce6663f:0x4dc54329c9358440;Fins and Gills, Triq il-Mosta
node;4314010489;0x130e4e5ee87159a1:0x98cd88e5932acb36;Gandhi Tandoori, Triq il-Mosta
node;7272881032;0x130e4e60f9a5cd75:0x3f650ca7e6bb7392;Dinky Fingers, Triq San Pawl 493
node;7273355994;0x130e4e637f22365d:0x750d31877696ad1e;Kunsill Lokali San Pawl il-Baħar, SPB 3418
way;367557633;0x130e4e698d84e505:0x600c991898dd0537;San Pawl il-Baħar
node;2931244770;0x130e4e7911c37b85:0x9b4f3e7abd79f289;Xemxija Pitstop, Xemxija
node;5466292623;0x130e4e793a048f0d:0x3f086236829824b4;Porto del sol, Telgħet ix-Xemxija
node;2931342556;0x130e4e793c84eb67:0x843e703f8079ecd;Munchy Monkey, Ix-Xemxija
node;7273355997;0x130e4e8027c3be77:0x389b028693a0d25a;Selmun Bar & Restaurant, Triq Selmun 36
node;7040068485;0x130e4ef66c1e1e2d:0x292ec7ea0869aff2;Hornblower Cruises, Dawret il-Gzejjer, 2508
node;6652721198;0x130e4ef78da97e95:0xb5b765554150b916;Choco Kebab Cafe, Triq Sant' Antnin 228
node;7039318490;0x130e4ef7b4ec9d25:0x848879590343bcb7;Trattoria 'a Lanterna, Triq San Xmun 160, 2575
node;1422403323;0x130e4ef7c2bf4e6d:0xb9b07b521633437e;Whyte Harte, Gandoffli 74
node;4929511121;0x130e4ef7fe8ea9e7:0x9aaab4c79172716c;Compass Car Hire, Qroll
node;7728052155;0x130e4ef81a2c1967:0xea4a65879009c93f;The Donut Factory, Triq il-Ħalel 85, Bugibba
node;2246530243;0x130e4ef86062c03f:0xb4432304c32e2ad3;Munchies Shak Bar, Triq it-Turisti
node;4450923389;0x130e4ef8e29d4951:0x61ebafaf4c3ef425;La Sorpresa, Triq it-Turisti
node;4232165889;0x130e4ef9229d4033:0x4604cde135a4c898;The George, Triq it-Turisti
node;297019799;0x130e4ef939ddb53d:0x1e3fc59880ade56e;Trolees, Triq il-Merluzz
node;4122664974;0x130e4ef953694989:0x28a62d013df9e16f;Park lane aparthotel, Triq il-Maskli
way;275577212;0x130e4efd1fe908d5:0x8db8cd849c4a7d71;Malta National Aquarium, Triq it-Trunċiera, SPB 1500
node;5310405621;0x130e4efe39e7ec9f:0x3f5062b49039a1ca;Zigumar Restaurant, Triq il-Luzzu
way;275577214;0x130e4efeacf38dfd:0xf75291cdd87456dc;Qawra
node;5054440752;0x130e4eff6d36c7f1:0xcae82007b0e874b2;Hotel Soreda, Andrew Cunningham Street, Qawra SPB 1744
way;131354712;0x130e4f05e703882f:0x59e7538d23884899;The Westin Dragonara Resort, Triq Dragunara, STJ 3143, St Julian
node;7273355996;0x130e4f0fdbf6ff9f:0xae1cd25ba3ed237;Wines & Co., Xemxija Hill 39, Ix-Xemxija
node;6659934687;0x130e4f20cfe24543:0xdac22ce22fa281b5;Bukkun, Triq il-Kbira 150
node;7796129385;0x130e4f2d60cf67af:0x756f610a461eca23;Triq Geronimo Abos 109
way;184066124;0x130e4f4b34fbe811:0x7ce0d478db7709cf;Pjazza s-16 ta' Settembru, MST, Mosta
node;4361798990;0x130e4f65201408ed:0x61580026a03a145d;Saint Anne's clinic, Triq il-Karmnu
node;5857541685;0x130e4f6ee5a6f2df:0x4889a30dd6ee8c0c;Charity Shop, Triq Ġorg Borġ Olivier
node;7272881009;0x130e4f91fe6e6c0f:0x1dfcb48c25acb71c;B. Grima & Sons Ltd., Triq Jean De La Cassiere, SPB 3138, St Paul`s Bay
way;276440053;0x130e4f99110a2a09:0x508995f71142a5c9;Gnien Santa Marija tal-Angli, Baħar iċ-Ċagħaq
way;275699955;0x130e4f9b74bc8e0f:0xc327573ed2019f98;Malta Marine Park, Tul il-kosta, NXR 9038, Bahar ic-Caghaq
node;6367991575;0x130e4fb67695ce27:0x9944157299f1c30d;Good Earth, Triq Il-Kbira
node;767819773;0x130e4fc28f897ca1:0xdd8f7d2213e44444;Valyou Superstore, Triq il-Parroċċa, Naxxar
node;4339070695;0x130e4fc325b17461:0x95c83a7a1746c2c6;BRASS@KNUCKLE, Oratorju
node;4255831989;0x130e4fc4b75ba3db:0x5135dac2cdf34ac8;Knights in Malta B&B, Triq Santa Lucija 138
node;4249212489;0x130e4fca681ffe7d:0x293f347eb385e823;HomeTrends Baby & Kids, Taz-Zwejt, SGN3000
node;7881276839;0x130e4fcccd33c337:0x2da7a02d05f41421;ABC Diving, Triq il-Fekruna, San Pawl il-Baħar
node;5244173697;0x130e4fd07082e90b:0x1b4747242357eaf6;Maypole Confectionery, Vial Il-21 Settembru, In-Naxxar
way;656161079;0x130e4fd0be62a6bd:0x1149537ceb0b1a1e;Ċentru Pastorali Sant'Andrija, Triq Il-Kostituzzjoni, Il-Mosta
node;7878465350;0x130e4fd20d9f2ec7:0xe555b9633830e58a;Maltco, Vjal il-Qalbiena Mostin, Il-Mosta
node;7878465351;0x130e4fd20e0cf90f:0x1f1eb8b96f68f508;Maypole Confectionery, Vjal il-Qalbiena Mostin, Il-Mosta
node;5371888758;0x130e4fd26221bf3f:0x9884abc9f13c6eb8;Santa Margerita Pharmacy, Vjal il-Qalbiena Mostin, Il-Mosta
way;307522300;0x130e4fd3892dd7b9:0xc7e94747c3647e86;Mosta
node;455230993;0x130e4fd4a32fceab:0xed9785c11c14a590;Save Wise Supermarket, Triq Wied Is-Sir
node;7119482285;0x130e4fd4cc6d016f:0xd2112d38414cfeeb;La Tartine, 11/12 Pjazza Rotonda II- Mosta MST 9042 , Malta, 9042
node;6338246485;0x130e4fd4cce2550b:0x1a7f3a2c81a6c253;The Cake Box, Triq il-Kbira
node;1164067689;0x130e4fd4ccf85dc7:0xee24b5a44c5fed94;APS Bank, Il-Pjazza tar-Rotunda, Mosta
node;5910424886;0x130e4fd6de09dd05:0xeb23aa7527424778;PolMalta Polish Shop St. Julian’s, 3A Lapsi Street
way;364342779;0x130e4fd7e1a0956f:0xd230a0363f33b630;PAMA Supermarket, Valletta Road, MST 9017, Mosta
way;623835160;0x130e4fd802f5edaf:0xcd126328d6d5d41c;Halmann Vella Ltd., Triq Il-Mosta The Factory, LJA9016, Ħal Lija
node;4674495365;0x130e4fd90e696f5f:0x5a3110fec2bfde86;Yue, Labour Avenue, NXR9027, Naxxar
node;7862897515;0x130e4fdb91832f25:0xafd5b32ec15fbfd5;Cathedral Optical, Triq Kananea, Ħ'Attard
node;2916175996;0x130e4fdf4b6d5ce5:0x8ebf4975a52b570b;Subaru Malta, Triq Il-Mosta Lia Buildings, LJA 9012, Lija
way;279281503;0x130e4fdff8dc2339:0x3b1b154cf8bf6644;Ħal Lija
node;4202052052;0x130e4fe1d586f1d1:0x7136240fcea7a97f;Teamsport, Triq Dun Karm, IKL 9022, Iklin
way;276452020;0x130e4fe25ad166bf:0x61e6d03f74653f62;Pjazza Ninu Cremona, Iklin
way;33684627;0x130e4fe83aaed341:0x413c1b8d4a4fc53b;Palazzo Parisio & Gardens, Victory Square 29, NXR 1700, Naxxar
node;2826228093;0x130e4fe91620695b:0x28313bd97cad1ff3;Naxxar
way;344980591;0x130e4feec09fd5c7:0xcfc0ed14f53c2358;Solar Solutions, Triq Tal-Balal 2, San Gwann
node;7272881004;0x130e4fef60fac185:0xa5513672e8caed8;Nutrition House, Triq il-Lampuki 59
node;4107217889;0x130e4fefa7951cbf:0x1bf284bfdb22b8cf;Bitmac Ltd, Tal-Balal
way;284055477;0x130e4ff1c213e70f:0x814814b509f6273f;Liaco Limited, Triq Il-Mosta Lia Buildings, LJA 9012, Lija
way;414225078;0x130e4ff3541941ef:0xa1353e4df0a5df61;Gharghur
way;366449067;0x130e4ff51ccf8015:0x3795c815687af4ee;Il-Kappella ta' Sant'Anna, Pjazzetta Sant' Anna, Ħ'Attard
node;3261416104;0x130e4ff824eed1d3:0x7df93a393fb75b72;The Corner Office, Triq Il-Kapuccini, San Gwann
node;4249210790;0x130e4ff92b9a5503:0x79cda2559d2daa7f;HomeTrends, Taz-Zwejt, SGN3000
node;7171400970;0x130e4ffde36ed2bf:0x8a338177224455f2;Inspire Charity Shop, Triq Tumas Fenech 40, Birkirkara
