;osm_type;osm_id;internal_id;query;confidence_interval
480;node;1292872942;0x130e503b15206463:0x4441db5cb8266bba;Bank of Valletta, Triq ir-Rand 2, ATD 1301, Ħ'Attard;0.999999655099121
481;node;7862601407;0x130e503b166ce3e1:0x93aee4d9ba3f40ef;St. Mary Pharmacy, Triq Antonio Schembri 2, H'Attard;0.9999996722878514
482;node;7883538495;0x130e503b7e06a499:0x9214a30de2edd508;Ċentru Parrokkjali Papa Ġwanni Pawlu II, Triq il-Kbira, Ħ'Attard;0.9999991031167257
483;node;5484453823;0x130e503bb605e6ad:0x11f60b4d5811d999;wood and coal, Triq iz-Zaghfran;0.999999832838987
484;node;7864127685;0x130e503c837b5a0b:0xd6adb34f2475118f;Jalie's Coffee, Cakes & Bakes, Triq Tommaso Dingli, Ħ'Attard;0.9999995292962294
485;node;6903962985;0x130e50427b17b1ab:0x3c312af02cd94d05;Sofra Kebab, Triq L-Imdina;0.9999995841663012
486;node;3387615312;0x130e50430621a76d:0x99f3b2660c46b811;Ta' Conti, Triq San Rokku;0.9999997589646392
487;way;697281800;0x130e50452b0b1831:0x3679c6a5a54edfad;BB de Rohan, Triq il-Kbira 11, ZBG 3201, Zebbug;0.9999989398618131
488;node;6969100189;0x130e5045801c122f:0xf17ee890c5be914f;Stefan's Bakery, Misraħ Muxi 32A, ZBG1420, Ħaż-Żebbuġ;0.9999995353133616
489;node;3180798051;0x130e5045e17c2d8d:0xb6f7059471e5d006;The Convenience Shop, Triq Mikielang Sapiano, Zebbuġ;0.9999930340597156
490;node;4872914524;0x130e505b331bb669:0xc9cd18ae3ddfbd78;Kazin Banda San Filep, Misrah San Filippu;0.9999994290778624
491;node;6903953685;0x130e5068ef89c37d:0x4ecf6f8b5b316664;Kungfu Chinese Takeaway, Triq Luret Cutajar;0.9999986101950781
492;node;4460999250;0x130e506931b0412b:0xed3eb8ceebd23fed;Ten Green Bottles, Triq L-Imdina, Haż-Żebbuġ;0.9999995683535625
493;way;330080529;0x130e506e9526685d:0x265b1f88d7110307;Pet Studio, Triq L-Imdina, ZBG9019, Haż-Żebbuġ;0.9999988619066223
494;node;5100285722;0x130e5074491cc2b1:0x129ec8f13fcf5045;Pc motor, Mdina;0.9999945149109545
495;way;274918101;0x130e507495404bd3:0xe16de5685fb8c5cc;Ħal Qormi;0.9999415628379494
496;node;2929095284;0x130e5074dc49aa19:0xc522b8356a2def9e;Qormi Polyclinic, Triq Il-Vitorja, QRM 2503, Qormi;0.9999996605786049
497;node;1061670095;0x130e50759a0a341d:0x7fce76739934a7b;Debono Car Centre, Triq Il-Karmnu, Fgura;0.999626062969001
498;node;2872726892;0x130e5083500dfa79:0x54ccf5e0cb42dbee;Mqabba;0.9999936341126618
499;node;279159340;0x130e5092413c25cb:0xa9e1d7c2fde14aac;Police Academy Ta Kandja, Triq L-Imqabba, SGW, Siggiewi;0.9999932902739682
500;node;2862055275;0x130e509588fdd0ad:0xbb169f3ba10ab053;Qrendi;0.9999390320384987
501;way;26874450;0x130e50a920b9cddf:0x2faa2e911fbf88a0;Gnien il-Gibjun, Zurrieq;0.9999996191591213
502;node;6688531886;0x130e50b456679b8f:0x10446cbcdb40be86;Cassarini Restaurant, Sajjieda, QRD 3043;0.9999999655088954
503;node;7043722725;0x130e50e4d17a28a5:0xcc0f7f816cbbf067;Tracgozo, Triq Patri A Debono;0.9980771076624583
504;node;3387619774;0x130e50f0b9547d7f:0x1226f5b76766d3f0;TY's Bar, Triq San Nikola, Siggiewi;0.999999663708514
505;way;139894835;0x130e50faaefd1d75:0x2d15272505e9cdbe;Siggiewi;0.9998959932132659
506;node;7880588558;0x130e5106f263f32d:0x7e514bd228dbeff8;Ta' Dernis Snack Bar & Pizzeria, Triq il-Pitkali, Ħ'Attard;0.9999994512941366
507;way;294785416;0x130e5108c7ef03c3:0x74e0249cb4599872;Chukkas Razzett l-Aħmar, Triq Durumblat, Il-Mosta;0.9999990440811124
508;node;2798786292;0x130e510b9bffd38b:0x14a7a56682b4491a;ARG Meat Market, Triq il-Wied 121, Birkirkara;0.9999727323526678
509;node;2798848343;0x130e511f31af8c85:0xca9c318efc8abcbe;Kate's Wellness, Ħal Balzan;0.9999720543520715
510;node;2798848342;0x130e512c2df43a63:0x8fe2f43fa800dd1f;Hair Salon, Ħal Balzan;0.9999753088403438
511;node;7880588551;0x130e512e95d01f01:0x62c8a925c81cba90;Crayons, Triq il-Pitkali 11, Ħ'Attard;0.999999039994291
512;node;7880011212;0x130e513818772271:0x11aae597f5b169ec;Attard Fish Shop, Triq il-Pitkali, Ħ'Attard;0.9999996959931068
513;node;1328154310;0x130e513b98cf554b:0x450087627d52ef07;Deguara Ironmongery, Ħal Balzan;0.9999996571433457
514;node;4657942089;0x130e514477265d15:0x3152074b43d57878;The Fadesman Barber & Salon, Triq Lorenzo Gafà, MST 4128;0.9999990299740733
515;node;7880588544;0x130e514b8a8edb55:0xd6229bec5a221b6b;El Panadero, Triq il-Pitkali, Ħ'Attard;0.9999998091203015
516;node;7871678610;0x130e5155da42e313:0x8c585ceaad3432da;Sam Snack Bar, Triq il-Mosta, Ħ'Attard;0.9999992327322157
517;node;2798915896;0x130e51599cf040d7:0x35044007bca7ecf5;St Joseph Pharamacy, Triq Annibale Preca, Lija;0.999999608300421
518;node;2798786294;0x130e515ad6a8e02b:0xe2ca62cc3dae7a2c;Hudson Confectionary and Daily Needs, Triq il-Kbira, Ħal Balzan;0.9999998607921854
519;node;585144029;0x130e5160c88f87af:0xf0fbb41cce24be82;Nigret Self Service, Triq Wied Babu 2;0.9999996158003884
520;node;7887623913;0x130e5162b5cb6161:0xcee076f5c2326f62;Plan-C Restobar, Triq Antonio Schembri, H'Attard;0.9999996174989905
521;node;2798801818;0x130e517929446899:0x523dec44340533e4;Good Shepherd Convent, Ħal Balzan;0.9999996825805717
522;way;463476717;0x130e517b1313b68f:0x8bd2aa7286df643f;Savio College, Triq il-Buskett, Ħad-Dingli;0.9999941623688654
523;node;7891274978;0x130e517d0065e16d:0x2baeb77a87a87874;NomNom, Triq il-Ferrovija il-Qadima, Birkirkara;0.9999995580066876
524;node;2806566545;0x130e517e681856c3:0x82337e2083ff7da7;Ħad-Dingli;0.999955853517527
525;node;6903953686;0x130e518500c0cf91:0x1ba19085413daafd;Auto Market, Triq L-Imdina;0.9998763612236847
526;node;7862890279;0x130e5186b16a4071:0xe5b2593489a3c30d;Central Butcher, Triq Sant' Anna 2, Ħ'Attard;0.9999998610332698
527;node;7862897516;0x130e519023ff1963:0x8bce28ea65d9c34c;Pampered Pets, Triq Kananea, Ħ'Attard;0.9999994538404936
528;node;4884330321;0x130e5191077cb9c9:0x2ed64367d0fb51ec;Luxonas, Vjal il-Haddiem;0.9999990276356003
529;node;4231179189;0x130e5191fb4e273f:0x127a748a65e3212c;Central Pharmacy, Ghajn Kajjet, RBT 4017;0.9999996535033252
530;node;7803700987;0x130e51946b789f37:0xede15fe5664888ec;Triq Doni;0.9999863552989299
531;way;33703560;0x130e519568ce9a2f:0xc606df91f88ebe5c;Palazzo Falson, Villegaignon Street, MDN 1191, Mdina;0.999999520279536
532;node;4454838191;0x130e5195bdf07319:0x580c828d341de780;No. 2 Labini, Labini 2;0.9999992708333338
533;node;2475298672;0x130e51968358fafd:0xf3c85f81ed66fe1e;Ristorante Cosmana Navarra, St. Paul's Street 28;0.9999996181596142
534;node;634465395;0x130e51969e8196f9:0xacf3a2723679640;Rabat Police Station, Triq Santa Rita 168, RBT 1528, Rabat;0.9999997266819189
535;node;5303592513;0x130e5196b725e171:0xa93c06ce3114fb44;Tikka, Triq Bir Ir-Riebu, Sqaq Numru 3, 15A, Rabat;0.999999492808364
536;node;5527691323;0x130e5196c7aed71b:0x527d03b81371e080;Ticketoffice St. Paul's Catacombs, Trip Hal Bajjada;0.9999986962265394
537;way;33704272;0x130e5196edd5b3b7:0xa505bf6b5c4de379;Domus Romana, Museum Esplanade, RBT 1202;0.9999995889496431
538;node;5039178821;0x130e5196f3e0f749:0xae69b642b0307c5f;College Stationery, Triq il-Kulleġġ 35;0.9999997019740905
539;way;293514210;0x130e519ea629e44b:0xbc78decc99a67620;Maple farm B&B, Triq Il-Buskett, RBT 2705, Ir-Rabat;0.9999993585382236
540;way;843938947;0x130e51af9cfe5ebf:0xc886f9a70f49584;Fort Business Center, Triq l-Intornjatur, Birkirkara;0.9999990246258812
541;node;5270463847;0x130e51be155f85ed:0xc0cf334dda9542ea;Fork & Cork, Telgha Tas-Saqqajja;0.999999439771449
542;node;6324870612;0x130e51be1c10a635:0xae1abb80e0d75111;Bank of Valletta, Is-Saqqajja 20, RBT 1190, Ir-Rabat;0.9999996775944622
543;way;223120541;0x130e51be369a6177:0xbcacb5ee528dfcb5;Rabat Playground, Rabat;0.9999997357134269
544;node;7880011226;0x130e51bf1d8a8c25:0xb4e050deddca0a5b;Tenderfresh Butcher, Triq il-Pitkali, Ħ'Attard;0.9999998047275886
545;way;33703555;0x130e51bf94be158b:0xa5cf6fcd0385420c;Mdina Cathedral Museum, Archbishop Square, Mdina;0.999998634560794
546;node;3258628983;0x130e51bfb8dffb59:0x626e722aeb7bb7aa;de Mondion, Misrah Il-Kunsill, Mdina;0.9999981295959549
547;node;559270353;0x130e51bfb9cc9ebf:0xec6473479ea69da3;Trattoria A.D. 1530, Mdina;0.9999997786907712
548;node;301379326;0x130e51bfc94c3345:0xf688d148d1d48f87;National Museum of Natural History, Pjazza San Publiju, Mdina;0.9999979125925597
549;node;3258628982;0x130e51bfdd71b56b:0x6167353b5f41afc1;The Xara Palace Relais & Chateaux, Misrah Il-Kunsill, Mdina;0.9999996246862376
550;node;6271965285;0x130e51bfdffa2117:0x3ea6b28d39bf53e7;The Mdina experience, Misraħ Mesquita 7;0.9999997452684369
551;node;2475805940;0x130e51bfe3f880ab:0xfe693003eb2749a2;Medina Restaurant, Holy Cross Street 7, Mdina;0.9999998788030781
552;node;4224284838;0x130e51bfe5a03df7:0xa48d816c3735c537;Triq Villegaignon;0.9999971063901587
553;node;5915751985;0x130e51bfe822fc2b:0xadfc1652eb663bd9;Bar One, Triq Villegaignon;0.9999992062642069
554;node;2464506564;0x130e51bff9318a83:0xdf2ecfffc9cc4ab8;Palazzo de Piro, Mdina;0.9999922112446795
555;node;2472720772;0x130e51bff9a7ed41:0x427279317506e41b;Rosmarino, Triq Villegaignon, Mdina;0.9999520530009158
556;way;33703558;0x130e51bffb6d8937:0x2b3bb79dbc4e4ff7;Carmelite Priory, Villegaignon Street, Mdina;0.999998153142643
557;node;2472720714;0x130e51c00a08dfd7:0xf8305cc684652c30;Vinum Wine Bar, Bastion Street 1, Mdina;0.9999996622080952
558;way;222920947;0x130e51c00a1ac225:0x582a7a8a0ffee6bb;Fontanella Tea Garden, Mdina;0.9999998702926619
559;node;7862897513;0x130e51c2a9d34fcd:0x2016d682d085f11e;Adverteyes, Triq Kananea, Ħ'Attard;0.9999985323282716
560;way;513521386;0x130e51ca8e222a8d:0xbb23bbdd89b35ba6;Madonna tal-Vitorja, Triq L-Imdina, Ħ'Attard;0.9999998803699204
561;node;3280722408;0x130e51ce797976c9:0xf7f069820d710aca;Ta' Qali;0.9999854387612214
562;way;274210252;0x130e51d201c33023:0x6a70badb378e8077;BOV Adventure Park, Ta' Qali;0.9999953317614937
563;way;48396845;0x130e51d5de2737bf:0x3bc4166272186356;Tal-Blata l-Gholja, Mosta;0.9999958530164935
564;node;3834476049;0x130e51d6a7b08e85:0xc3e6ef06d0f2e7ff;Badass Burgers, 1, St. Julians;0.9999998263481377
565;way;282266967;0x130e51ea1755e893:0xd81eb89f077b9cae;Mtarfa;0.9999792751165894
566;node;7876352102;0x130e51f0e7a27e2b:0x100b1c40994cc786;Villa Bologna Pottery, Triq Sant'Anton, Ħ'Attard;0.9999987752117038
567;node;7862897514;0x130e51f46cb3fab3:0xc0aa52fc1e9cb3f;CarePlus Medics, Triq Kananea, Ħ'Attard;0.9999985305963447
568;way;222387365;0x130e53d670cb942d:0x3e7bd11a62a836c9;Ġnien il-Familja, Ħad-Dingli;0.9999994537428927
569;node;4969354725;0x130e5a0986ce53e1:0x6d2e0b43064fc809;Salus Pharmacy, Misraħ ir-Repubblika 35/36, ZRQ 1012;0.9999998962854725
570;way;320794070;0x130e5a0d16c2958d:0xcf1567d8059c1c40;Żurrieq;0.999910549089301
571;way;321340653;0x130e5a538a6193e3:0xd7b1332ee9fd5801;Ħal Għaxaq;0.9999605573377193
572;node;4716718589;0x130e5a54ab21b5ff:0x1f348fb6aa197543;Informatica, Triq Il Bwar, Ħal Għaxaq;0.9999997281907439
573;node;5322097914;0x130e5a55b3ace55f:0x38f3c21c65e3eed1;St Philips Pharmacy, Ċeppun, Ħal Għaxaq;0.9999985772038206
574;node;2813340567;0x130e5a5844d900ab:0x4c66f049e1427b06;Gudja;0.9999830053354629
575;way;76913125;0x130e5a5eab46a325:0x77a34e60e88f1c6d;Gnien Raymond Caruana, Gudja;0.9999994984628262
576;node;1609109211;0x130e5a5ed8529103:0x2e7f33ca7cd2151c;Ta' Scicluna Farmhouse, Triq Bir Miftuh;0.9999988922982518
577;way;279281559;0x130e5a65460a0b69:0xd2a2e4e441bc150e;Ħal Kirkop;0.9999904606977
578;node;3738798651;0x130e5a6ade4618ad:0xc06ed431ec5c3ce;Ħal Safi;0.9999336183063442
579;way;138257951;0x130e5a72808b3e23:0xb70cd39b5f96da83;Lidl - Kirkop, Triq San Gwann, Zurrieq;0.9999999358702304
580;way;198564463;0x130e5a8682f6f729:0xc0ccf1cb81369f2e;DHL International Limited, LQA 3290, Luqa;0.9999989244616115
581;way;137719000;0x130e5a88b11bd981:0x310cfa5ca219d06;Lidl, Triq il-Karmnu, LQA 1311, Luqa;0.9999991860557544
582;way;471122905;0x130e5a8ec9e0f7c9:0xfb517af40ed5ce6f;MUSEUM, Triq ir-Rixtellu 35, Ħal Luqa;0.9999965809265329
583;node;3463497019;0x130e5a9552d56733:0xaf82d8589cbde81b;SCAN Malta, Triq Dun Karm;0.999999112752197
584;way;23941312;0x130e5a9637ac626b:0xc0ca3740b7b959b6;Royal Malta Golf Club, Aldo Moro, MRS9064, Marsa;0.9999907594941475
585;way;137714407;0x130e5a9b3b6800d1:0x6ee9a282191ae17;Triq Hal-Farruġ, LQA 1039;0.9998923117346205
586;node;286272481;0x130e5aa0927c44db:0x82e1b6009d22ce6d;1743 Razzett l-Antik, Valley Road;0.9999989693178226
587;node;2632084080;0x130e5aa09a11f0bd:0xa7d147bb94b82028;Emanuel's Bakery, Triq il-Mithna, QRM03, Qormi;0.9999997207758043
588;node;4502612592;0x130e5aa1613d6609:0xc5c5bd6a74be4e9a;Ta' Doughnuts, P.Farrugia;0.9999994558759218
589;node;5426210416;0x130e5aa1c30bf4ef:0x4f631ae81540f901;Qormi Veterinary Clinic, San Bastjan 74;0.9999996861455289
590;node;2806037254;0x130e5aa2c73603af:0xc730203a9329f50c;Lidl, Triq l-Iljun, QRM 9061, Qormi;0.9999993197290747
591;node;1313965434;0x130e5aa55cf7cdf9:0x79c556d7e4d5c6fc;St. Venera Church, Santa Venera;0.999979589741712
592;way;285185726;0x130e5aa5e55eeb01:0x47b6157e7e24322b;Santa Venera;0.9999601927867361
593;way;462572197;0x130e5aa68b70f42b:0xbc1f158404584cb4;World Marketing, Triq il-Kanun Fritz CBC, St. Venera;0.9999992916572926
594;node;6045011350;0x130e5aa7192774e7:0xfb4cac3446542cc3;Pwc Malta, 78;0.9999985899113248
595;way;52162095;0x130e5aa794ef73f7:0xbb32728fa66ba496;St Michael School, Triq il-Kanun, Qormi;0.9999999175589835
596;node;1312748147;0x130e5aa81f422d05:0xa63f09444da136e5;Bank of Valletta, Triq Fleur-de-Lys 229, BKR 9069, Birkirkara;0.9999997211428903
597;node;4502633789;0x130e5aa9e53522fb:0x1af5088e3008c7f0;Maypole Birkirkara, Triq Salvu Psaila, BKR 3089;0.9999994768685366
598;node;4823372121;0x130e5aab12329bc9:0x9bf177bd1a002c21;Charles bar, Triq Mro. Camilleri;0.9999991828335817
599;node;7872535901;0x130e5aab2dbd3c47:0x6db2f43776bc0c0b;Grant Thornton Malta, Triq l-Intornjatur, Birkirkara;0.9999985017627181
600;way;295213630;0x130e5aab60445501:0x6f87b013af772a2d;Swatar;0.9999924195884872
601;node;1312748139;0x130e5aadc5954133:0x58586d2369a1826d;Fiat, Triq Salvu Psaila;0.9999248425994731
602;node;4502638491;0x130e5aade5a93e5f:0x509e06a591ae15d6;Dizz, Triq Il- Harrub;0.9999999979876862
603;node;4502599390;0x130e5aaead907f23:0x9fa357675eb8e5db;David's Imports, Triq Il-Parilja;0.9999981433746994
604;node;4502530590;0x130e5aaf096da333:0x698465e421815e41;Lantern Pharmacy, Misraħ il-Kebbies 46;0.999999854534866
605;node;4502580389;0x130e5aaf20c23b9b:0x35973a80341610a8;Sierra Book Distributors, Quarrie St;0.9999997948119606
606;node;5185614922;0x130e5aaf5ff94a13:0xa091b3afead0ffd9;Santa Venera Day Centre, Triq il-Karmelitani;0.999993951190352
607;node;6518752289;0x130e5ab08d6c92a3:0xa661b84f9ae3dfbe;Alfsons Enterprises Limited, Triq Ġuże' Pace 5, Il-Ħamrun;0.9999997697366727
608;way;283344060;0x130e5ab1c220a2c1:0x213adb256d5b6977;Lidl, Triq Misrah Il-Barrieri, SVR 1759, Santa Venera;0.9999995015016021
609;node;4502638492;0x130e5ab262182a79:0x8e958809c0165981;All Malta Online, Triq Il-Wied Ta' L-Imsida 125, MSD 9027;0.9999980373518121
610;node;5097003109;0x130e5ab2befc6d65:0xd26fb533eadaf5bb;Happy Shopper, Triq L Zamenhof, Msida;0.9999999335097798
611;node;3234192508;0x130e5ab2dfb83ee3:0x7c3576328d10af13;Immaculate Conception Chapel, Triq L-Imdina;0.9996767567964128
612;way;511154053;0x130e5ab2fd25db21:0xa163133fb1d08ae6;Triq Il-Wied Ta' L-Imsida, Msida;0.999989136488058
613;node;5097003106;0x130e5ab363b428f7:0xda946e1f4f8f7b0f;Sweet Cottage Confectionery, Ta' Xbiex Sea Front 2A, Msida;0.999999725394525
614;node;3566310921;0x130e5ab36471e723:0x4d6f7f85c6c342a3;Msida Police, Triq D'argens, MSD 1369, Msida;0.9999996420270493
615;way;275688224;0x130e5ab37fd22c9b:0xb1fa5258b78209a3;Msida Playground, Msida;0.9999984539418518
616;node;3147072436;0x130e5ab3c1df90eb:0x5754adb6bd5f3bb8;Curly Wurly, Triq Misraħ il-Barrieri, L-Imsida;0.9999995363998324
617;node;6564664366;0x130e5ab40206d62b:0x44b3a02db55213ef;Lifelong Learning Centre, Triq Qrejten;0.9999993159715114
618;node;1501895885;0x130e5ab443ad3609:0xb6e36fa937560b2b;Malta Post, Telgħet Gwardamangia, PTA 1310, Tal-Pietà;0.9999997251683896
619;node;382217183;0x130e5ab466ee28cb:0x2cf246511b9b5bf4;Jon's Pastizzeria, Msida Sea Front 3, Msida;0.9999997056712377
620;node;5097003103;0x130e5ab47c41b13d:0x9cc5f7be38037689;Buttiġieġ Tobacconist Msida, Msida Sea Front 19, Msida;0.9999999033699255
621;node;6945893166;0x130e5ab4bdf5cf4d:0x9e2e2184b2e1a571;Pasta & Co Ristorante, Xatt ta' Ta' Xbiex, L-Imsida;0.9999994275890383
622;node;5929201723;0x130e5ab4bdfaf66b:0x5f89384457d25b7c;Busy Bee Gelateria, Xatt ta' Ta' Xbiex 19, MSD 1512, L-Imsida;0.9999995110425497
623;node;5894270938;0x130e5ab4be5ae7df:0xf4690182dc619a12;Genki, Ta' Xbiex Seafront 21, MSD 1513, L-Imsida;0.999999920052015
624;node;1511894303;0x130e5ab4c090f2d9:0xc4234bab77e5c910;Busy Bee, ix-Xatt Ta' Xbiex 30, MSD 1513, L-Imsida;0.9999999186166678
625;way;739055923;0x130e5ab709e411b9:0x37737e63d3feb64;Saint Martin's Institute, Schembri, HMR 1541, Hamrun;0.9999979229682854
626;way;275876162;0x130e5ab994ce70cb:0xae88ee03bcdfb680;HSBC Bank - Hamrun Branch, Ħamrun;0.9999992280268107
627;node;5790653660;0x130e5aba21458627:0x54ed82ec3b6a5c3;Joseph Cauchi Ironmongery, Triq Cordina Perez 9;0.9999993193058432
628;way;139435691;0x130e5aba66b52c49:0x756c32d1b1014109;Hamrun Chuch - San Gaetano, Ħamrun;0.9999995596272119
629;node;4891464523;0x130e5aba8547c749:0xa69f62dc1782128f;BOV, Triq il-Kbira San Ġużepp;0.9999994072857293
630;node;2214546268;0x130e5abbd213c551:0x44291711358d7ff6;vical interiors, Triq Hal-Qormi 84;0.9999987157484649
631;node;3999315624;0x130e5abd7e8b06f1:0xd78827563bda459e;Marsa Sports Club/Chukkas, Marsa;0.9999998332942479
632;node;1116589867;0x130e5aca39a6cdf9:0x8337e59fa456023f;Antonio Piscopo Co. Ltd, Triq Haz-Zabbar 117, Paola;0.9999994892590833
633;node;7279181009;0x130e5accdb5ac955:0x6aa8f8d3eeb33945;Office of the Commissioner for Revenue, Triq Vincenzo Dimech Block 4, FRN 1900, Floriana;0.9999998168593355
634;node;7257553402;0x130e5accfb00f22b:0xb0087d2d38a8fb34;Tritoni Boutique Hotel, Triq Vincenzo Dimech 33, FRN 0170, Floriana;0.9999993787324789
635;way;39000485;0x130e5acdbf5468f7:0xf701eeec68ff9df9;St. Publius Parish Church, Pjazza San Publju;0.9999983908222386
636;node;7041397694;0x130e5acdd0b8ee1f:0xcc8eceee0b94b48c;Chemimart, Triq Sant'Anna;0.999999454038299
637;way;554868166;0x130e5acdf06b2cf7:0x2b6c322de34f8e89;Triq il-Kapuċċini, 1551, Marsa;0.9998986635191515
638;node;156496732;0x130e5ace70f76c0d:0xd54a00be68fef31f;Floriana Health Centre, Triq Frangisk Saver Fenech, Floriana;0.9999971909088522
639;way;334469303;0x130e5ace96feeb71:0x646aa72d41b83541;Planning Authority, St Francis Ravelin, 1230, Floriana;0.9999985970271936
640;node;5484406423;0x130e5ad201adb66f:0xa1689303aefd06c0;Bistro 516, Valletta Waterfront;0.9999933015671623
641;node;6315718774;0x130e5ad276bd70a5:0xa5103b1b4941e736;Ambasciata d'Italia, Triq Vilhena 5, FRN 1040, Valletta;0.9999998180466619
642;way;139518745;0x130e5ad2d36fb8b3:0x34ef46b196f7240f;Central Bank of Malta, Castille Place, VLT 1060, Valletta;0.9999988376075145
643;way;478817380;0x130e5ad2f81c3391:0xa375aa642f9177a7;Sir Paul Boffa, Sqaq Harper, FRN 1941, Il-Furjana;0.9999994851179622
